Outlet SAP BP ID	Send to Supplier	COF #	Store Number	Ship To Name	Address 1	Address 2	City	State	Zip	Order Qty	Part Number	Pre-Filter	Combo Filter 	Ice Only Filter	Req'd Ship Date	Carrier	 Tracking #	Returns with a reason code	Customer Number	PO Number	Ordered By	Shipping Vendor	Shipping Method
10151845	44154	7240546	773	WIENERSCHNITZEL #773	1441 N ZARAGOZA RD BLDG F		EL PASO	TX	79936	1	108-020NS	108-231	108-020NS		12/29/2020								
10151845	44154	7240546	773	WIENERSCHNITZEL #773	1441 N ZARAGOZA RD BLDG F		EL PASO	TX	79936	1	108-231				12/29/2020								
10151650	44154	7203704	777	WIENERSCHNITZEL #777	2060 E SERENE AVE STE 100		LAS VEGAS	NV	89123	1	108-020NS		108-020NS		12/29/2020								
10158406	44154	7367009	782	WIENERSCHNITZEL #782	2961 ADVANTAGE LN		SACRAMENTO	CA	95834	1	108-020NS		108-020NS		12/29/2020								
10151894	44154	7756563	784	WIENERSCHNITZEL #784	4404 TANGLEWOOD LN		ODESSA	TX	79762	1	108-020NS	108-231	108-020NS		12/29/2020								
10151894	44154	7756563	784	WIENERSCHNITZEL #784	4404 TANGLEWOOD LN		ODESSA	TX	79762	1	108-231				12/29/2020								
10151846	44154	7359788	785	WIENERSCHNITZEL #785	6319 82ND ST		LUBBOCK	TX	79404	1	108-020NS	108-231	108-020NS		12/29/2020								
10151846	44154	7359788	785	WIENERSCHNITZEL #785	6319 82ND ST		LUBBOCK	TX	79404	1	108-231				12/29/2020								
10160333	44154	7374196	788	WIENERSCHNITZEL #788	18284 COLLIER AVE STE 200		LAKE ELSINORE	CA	92530	1	108-020NS	108-231	108-020NS		12/29/2020								
10160333	44154	7374196	788	WIENERSCHNITZEL #788	18284 COLLIER AVE STE 200		LAKE ELSINORE	CA	92530	1	108-231				12/29/2020								
10163669	44154	7381845	789	WIENERSCHNITZEL #789	1658 E 2ND ST		BEAUMONT	CA	92223	1	108-020NS		108-020NS		12/29/2020								
10164363	44154	7388131	793	WIENERSCHNITZEL #793	816 N VASCO RD		LIVERMORE	CA	94551	1	108-020NS		108-020NS		12/29/2020								
10165833	44154	7385868	795	HAMBURGER STAND #795	1710 W VALENCIA RD STE 100		TUCSON	AZ	85746	1	108-020NS		108-020NS		12/29/2020								
10203836	44154	9539269	801	WIENERSCHNITZEL #801	2565 HIGHLAND AVE		HIGHLAND	CA	92346	1	108-020NS		108-020NS		12/29/2020								
10204645	44154	9489746	806	WIENERSCHNITZEL #806	2464 FLORIN ROAD		SACRAMENTO	CA	95822	1	108-020NS		108-020NS		12/29/2020								
10151468	44154	7389270	807	WIENERSCHNITZEL #807	4145 PHELAN RD		PHELAN	CA	92371	1	108-020NS		108-020NS		12/29/2020								
10151475	44154	9628636	808	WIENERSCHNITZEL #808	12951 HESPERIA RD #2		VICTORVILLE	CA	92395	1	108-020NS		108-020NS		12/29/2020								
10247584	44154	9660023	810	WIENERSCHNITZEL #810	331 N 1ST ST		GRAND JUNCTION	CO	81501	1	108-020		108-020		12/29/2020								
10150439	44154	430390	811	WIENERSCHNITZEL #811	4111 WOODRUFF AVE		LAKEWOOD	CA	90713	1	108-020NS		108-020NS		12/29/2020								
10246811	44154	9654984	812	WIENERSCHNITZEL #812	2800 N MAIN ST		LAS CRUCES	NM	88001	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10246811	44154	9654984	812	WIENERSCHNITZEL #812	2800 N MAIN ST		LAS CRUCES	NM	88001	1	108-014-S				12/29/2020								
10150993	44154	9698966	813	WIENERSCHNITZEL #813	200 E 18TH ST		ANTIOCH	CA	94509	1	108-020NS		108-020NS		12/29/2020								
10673249	44154	9697682	814	WIENERSCHNITZEL #814	1440 N TOWNSEND AVE		MONTROSE	CO	81401	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10673249	44154	9697682	814	WIENERSCHNITZEL #814	1440 N TOWNSEND AVE		MONTROSE	CO	81401	1	108-014-S				12/29/2020								
10746982	44154	9915919	815	WIENERSCHNITZEL #815	32032 TEMECULA PKWY		TEMECULA	CA	92592	1	108-020NS		108-020NS		12/29/2020								
10151831	44154	5382344	816	WIENERSCHNITZEL #816	2512 W BRAKER LN		AUSTIN	TX	78758	1	108-020NS	108-231	108-020NS		12/29/2020								
10151831	44154	5382344	816	WIENERSCHNITZEL #816	2512 W BRAKER LN		AUSTIN	TX	78758	1	108-231				12/29/2020								
10783919	44154	3372677	817	WIENERSCHNITZEL #817	10207 SAN SEVAINE WAY		RIVERSIDE	CA	92508	1	108-020NS		108-020NS		12/29/2020								
10150979	44154	2697307	820	WIENERSCHNITZEL #820	1175 E WALNUT ST		ONTARIO	CA	91761	1	108-020NS		108-020NS		12/29/2020								
10150843	44154	3372687	822	WIENERSCHNITZEL #822	14485 SEVENTH ST		VICTORVILLE	CA	92395	1	108-020NS		108-020NS		12/29/2020								
C-Store	44154	C-Store	823	WIENERSCHNITZEL #823	1650 Hwy 6 & 50		Fruita	CO	81521	1	108-020NS		108-020NS		12/29/2020								
10830595	44154	3462298	824	WIENERSCHNITZEL #824	1400 E NOBLE AVE		VISALIA	CA	93292	1	108-020NS		108-020NS		12/29/2020								
10795422	44154	3392421	826	WIENERSCHNITZEL #826	920 E F ST		OAKDALE	CA	95361	1	108-020NS		108-020NS		12/29/2020								
10795421	44154	3392416	827	WIENERSCHNITZEL #827	25456 S SCHULTE RD		TRACY	CA	95377	1	108-020NS		108-020NS		12/29/2020								
10807915	44154	3423823	828	WIENERSCHNITZEL #828	12110 MONTANA AVE		EL PASO	TX	79938	1	108-020NS	108-231	108-020NS		12/29/2020								
10807915	44154	3423823	828	WIENERSCHNITZEL #828	12110 MONTANA AVE		EL PASO	TX	79938	1	108-231				12/29/2020								
10824952	44154	3453467	830	WIENERSCHNITZEL #830	9000 WOODMAN AVE		PACOIMA	CA	91331	1	108-020NS		108-020NS		12/29/2020								
10883664	44154	3567969	831	WIENERSCHNITZEL #831	13543 FLORENCE AVE		WHITTIER	CA	90605	1	108-020NS		108-020NS		12/29/2020								
10967923	44172	3725442	833	WIENERSCHNITZEL#833	1433 MAIN ST SW		LOS LUNAS	NM	87031	1	108-020NS		108-020NS	108-010-S	12/29/2020								
10967923	44172	3725442	833	WIENERSCHNITZEL#833	1433 MAIN ST SW		LOS LUNAS	NM	87031	1	108-010-S				12/29/2020								
10875350	44154	3535713	835	WIENERSCHNITZEL #835	5309 W LOOP 250 N		MIDLAND	TX	79707	1	108-020NS	108-231	108-020NS		12/29/2020								
10875350	44154	3535713	835	WIENERSCHNITZEL #835	5309 W LOOP 250 N		MIDLAND	TX	79707	1	108-231				12/29/2020								
10907886	44154	3622622	841	WIENERSCHNITZEL #841	2551 CORONA DR NW		ALBUQUERQUE	NM	87120	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10907886	44154	3622622	841	WIENERSCHNITZEL #841	2551 CORONA DR NW		ALBUQUERQUE	NM	87120	1	108-014-S				12/29/2020								
10917844	44172	3636260	843	WIENERSCHNITZEL #843	1885 N FABENS RD.		FABENS	TX	79838	1	108-020NS	108-231	108-020NS	108-014-S	12/29/2020								
10917844	44172	3636260	843	WIENERSCHNITZEL #843	1885 N FABENS RD.		FABENS	TX	79838	1	108-231				12/29/2020								
10917844	44172	3636260	843	WIENERSCHNITZEL #843	1885 N FABENS RD.		FABENS	TX	79838	1	108-014-S				12/29/2020								
10923442	44172	3644972	849	WIENERSCHNITZEL #849	16246 SIERRA HWY		MOJAVE	CA	93501	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10923442	44172	3644972	849	WIENERSCHNITZEL #849	16246 SIERRA HWY		MOJAVE	CA	93501	1	108-014-S				12/29/2020								
11038139	44154	3858013	852	WIENERSCHINITZEL #852	21405 S ELLSWORTH RD		QUEEN CREEK	AZ	85142	1	108-020NS	108-231	108-020NS		12/29/2020								
11038139	44154	3858013	852	WIENERSCHINITZEL #852	21405 S ELLSWORTH RD		QUEEN CREEK	AZ	85142	1	108-231				12/29/2020								
10915083	44154	3629901	856	WIENERSCHNITZEL #856	611 W SAHARA AVE		LAS VEGAS	NV	89109	1	108-020		108-020	108-014-S	12/29/2020								
10915083	44154	3629901	856	WIENERSCHNITZEL #856	611 W SAHARA AVE		LAS VEGAS	NV	89109	1	108-014-S				12/29/2020								
10917678	44154	3635153	857	WIENERSCHNITZEL #857	5510 4TH ST	STE 300	LUBBOCK	TX	79416	1	108-020NS	108-231	108-020NS		12/29/2020								
10917678	44154	3635153	857	WIENERSCHNITZEL #857	5510 4TH ST	STE 300	LUBBOCK	TX	79416	1	108-231				12/29/2020								
10922268	44172	3642370	858	WIENERSCHNITZEL #858	911 W PACHECO BLVD		LOS BANOS	CA	93635	1	108-020	108-020		108-014-S	12/29/2020								
10922268	44172	3642370	858	WIENERSCHNITZEL #858	911 W PACHECO BLVD		LOS BANOS	CA	93635	1	108-014-S				12/29/2020								
10967924	44172	3725645	864	WIENERSCHNITZEL#864	2675 COUNTRYSIDE DR		TURLOCK	CA	95380	1	108-020NS		108-020NS		12/29/2020								
10973305	44172	3735821	869	WIENERSCHNITZEL#869	3620 NEDERLAND AVE		NEDERLAND	TX	77627	1	108-020NS	108-231	108-020NS		12/29/2020								
10973305	44172	3735821	869	WIENERSCHNITZEL#869	3620 NEDERLAND AVE		NEDERLAND	TX	77627	1	108-231				12/29/2020								
10973307	44172	3735852	870	WIENERSCHNITZEL#870	101 N BRENTWOOD		LUFKIN	TX	75904	1	108-020NS	108-231	108-020NS		12/29/2020								
10973307	44172	3735852	870	WIENERSCHNITZEL#870	101 N BRENTWOOD		LUFKIN	TX	75904	1	108-231				12/29/2020								
10053279	44172	3774443	877	WIENERSCHNITZEL #877	3104 W CENTURY BLVD		INGLEWOOD	CA	90303	1	108-010	108-010		108-014-S	12/29/2020								
10053279	44172	3774443	877	WIENERSCHNITZEL #877	3104 W CENTURY BLVD		INGLEWOOD	CA	90303	1	108-014-S				12/29/2020								
10138419	44154	1945530	MADI	MADISON TASTEE FREEZ	2741 S SEMINOLE TRL		MADISON	VA	22727	1	108-020NS		108-020NS		12/29/2020								
10138558	44154	1220043	JEWE	JEWEL LAKE TASTEE FREEZ	3901 RASPBERRY RD		ANCHORAGE	AK	99502	1	108-020NS		108-020NS		12/29/2020								
